"","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit ID"
"516","24","NE","Total",77758,125.232,1611,422,0.769,63532,51200,0.343,47709.703125,40300,0.307291686534882,72472,58300,0.347,53028.203125,45900,0.283964544534683,16800,20800,25000,32600,35800,38800,44800,51200,58500,67900,73700,81000,105100,135000,146700,164300,193300,260500,350500,745400,NA,0,387,2772,9110,12582,12575,10558,7937,5769,4125,2987,2091,1428,1100,823,589,441,349,297,222,178,1438,2008,NA
"517","25","GE","Total",191931,857.167,4466,653,0.847,90992,58700,0.481,66751.3515625,46200,0.43911400437355,99283,66300,0.468,71699.4140625,51600,0.414038717746735,13000,20000,24900,33600,37600,41600,50000,58700,68900,82000,90800,102600,148800,218400,251000,300200,383700,562000,820400,2321500,14138700,0,1359,7434,20691,23901,23354,21598,18525,14852,11305,8592,6549,5037,4040,3132,2656,2122,1821,1409,1262,1031,11261,2008,NA
"518","26","JU","Total",31828,34.264,1077,294,0.756,55525,46700,0.318,41275.2734375,35800,0.28405287861824,64875,54400,0.326,46788.265625,41714.28515625,0.257371962070465,10200,19900,23500,30500,33200,35900,40900,46700,52800,60200,65300,71100,90000,112100,121400,132500,151100,196000,252300,574900,NA,0,302,1325,4424,6047,5599,4470,3004,2083,1382,891,615,377,300,209,155,95,82,71,46,45,306,2008,NA
"519","1","ZH","Total",668149,2016.661,3018,650,0.796,79477,58600,0.398,61265.42578125,47900,0.365538835525513,87395,65700,0.389,66160.453125,52533.33203125,0.340414345264435,17000,22000,27900,36500,40100,43700,50700,58600,67600,79400,87200,97400,134000,184100,204200,233600,283800,403300,579500,1338800,5159700,0,2292,18698,57959,84697,94591,86737,71023,54371,40518,30450,23658,17816,13753,10856,8439,7074,5573,4524,3816,3238,28066,2009,NA
"520","2","BE","Total",455265,674.713,1482,422,0.753,62577,50900,0.324,48442.78515625,41400,0.297331005334854,70663,58200,0.324,53405.61328125,46133.33203125,0.271448224782944,17400,22100,27100,34100,36900,39700,45000,50900,57900,66600,72200,79300,102600,130400,140800,155300,180000,237000,317500,661000,2240000,0,940,12567,46624,78596,81041,64991,47712,33548,23583,16638,11484,8231,6267,4471,3440,2549,1919,1539,1240,951,6934,2009,NA
"521","3","LU","Total",175471,304.1,1733,425,0.785,64323,50900,0.349,48979.9296875,40800,0.323920696973801,72969,58400,0.347,54136.43359375,45800,0.294431567192078,13700,21000,25800,33700,36700,39600,45100,50900,57700,66400,72000,79300,104200,136100,148200,166300,198400,274800,382800,881700,3475300,0,1276,5769,18174,28559,31337,25271,18237,12516,8621,6114,4402,3057,2285,1679,1343,1056,792,641,463,442,3437,2009,NA
"522","4","UR","Total",16038,16.234,1012,355,0.71,56247,48900,0.29,42514.96875,38500,0.267392307519913,64812,57000,0.294,47603.83203125,43333.33203125,0.237965404987335,11500,20500,25700,33300,36000,38600,43700,48900,54500,61800,66100,71200,87700,110500,117600,128000,145500,184100,248300,475000,NA,0,140,555,1630,2899,3125,2493,1798,1162,734,420,264,212,142,102,64,53,53,23,18,12,139,2009,NA
"523","5","SZ","Total",69468,434.3,6252,546,0.9,105347,55500,0.557,80165.2890625,44400,0.540076315402985,113541,63700,0.537,85098.46875,49200,0.509177386760712,15700,21600,27000,35400,38700,41900,48200,55500,64100,76400,84600,95700,143400,229900,267500,337100,466400,781600,1344900,4711400,NA,0,419,2081,6386,9763,10906,9055,6726,4932,3624,2707,2022,1519,1171,916,745,593,523,432,369,343,4236,2009,NA
"524","6","OW","Total",16945,32.81,1936,404,0.817,63824,49400,0.388,48919.80859375,39142.85546875,0.366811215877533,72151,56300,0.384,53897.37890625,44200,0.337927609682083,3600,17800,22800,31600,34900,37800,43600,49400,55600,63800,69200,75900,100900,133500,147100,167000,207700,296600,447500,1086600,NA,0,531,660,1812,2707,2929,2470,1708,1109,755,533,364,250,196,146,131,83,62,48,49,40,362,2009,NA
"525","7","NW","Total",20782,76.367,3675,541,0.857,83003,54900,0.458,64102.7578125,44200,0.437708884477615,90845,62400,0.444,68888.453125,49020.8359375,0.40847784280777,9700,20700,26300,35100,38400,41600,47900,54900,63000,74000,81300,90000,125400,175500,196600,230000,3e+05,473300,750000,2424500,NA,0,219,675,1895,2909,3244,2761,2143,1551,1213,789,641,455,345,284,192,203,150,115,111,91,796,2009,NA
"526","8","GL","Total",18363,21.972,1197,348,0.748,57640,48300,0.318,44329.0234375,38400,0.291969507932663,66116,55300,0.321,49465.2265625,43666.66796875,0.264338493347168,10000,20000,24600,32000,34800,37400,43000,48300,54400,62000,66900,72600,92800,118900,128700,142300,170000,223600,301000,597700,NA,0,183,718,2136,3256,3402,2698,1892,1210,826,567,346,225,187,132,103,68,46,67,38,35,228,2009,NA
"527","9","ZG","Total",54311,345.735,6366,828,0.855,111799,64800,0.519,82919.2265625,51333.33203125,0.488341182470322,120048,73500,0.503,87883.7890625,56300,0.461977690458298,17100,23300,30000,39700,43700,47600,55600,64800,76100,91400,101800,115500,170400,258700,297000,348700,459200,729800,1167700,4206700,NA,0,215,1324,3868,5597,6867,6546,5344,4430,3407,2666,2200,1708,1321,1079,897,770,609,503,414,339,4207,2009,NA
"528","10","FR","Total",121113,187.924,1552,427,0.761,63332,51700,0.338,46726.1640625,39750,0.309738248586655,73240,60600,0.34,52489.7109375,45733.33203125,0.280250877141953,7400,20400,25200,33400,36500,39500,45400,51700,59000,68000,73700,81000,104800,133600,144300,159600,184200,241300,325900,653000,2646000,0,1482,3953,12764,18985,20085,16831,12867,9185,6443,4650,3250,2371,1695,1284,919,736,564,453,368,280,1948,2009,NA
"529","11","SO","Total",124287,196.21,1579,462,0.754,64071,52500,0.33,49055.2421875,42100,0.300793409347534,73423,60500,0.33,54902.86328125,47933.33203125,0.2733373939991,13800,21500,26500,34600,37700,40700,46400,52500,59500,68400,74000,80800,103800,131900,142400,157800,184000,243300,318600,752700,3381900,0,908,3716,12103,18940,21448,18176,13461,9983,6888,4825,3326,2294,1726,1255,943,691,545,417,343,258,2041,2009,NA
"530","12","BS","Total",93438,268.927,2878,533,0.824,75176,54000,0.419,59639.33203125,45100,0.389485687017441,82228,60400,0.408,64165.2265625,49500,0.363432288169861,12900,20100,24600,33100,36700,40000,46700,54000,62400,72800,79900,89100,123400,168100,185100,210100,253800,354600,517200,1300200,NA,0,630,3929,10351,12981,13817,11834,9621,6946,5004,3635,2739,2054,1608,1190,990,865,682,576,438,408,3140,2009,NA
"531","13","BL","Total",133253,338.415,2540,670,0.768,76503,59800,0.364,56833.8125,47100,0.330622494220734,85427,67900,0.356,62249.859375,52200,0.303581297397614,13500,22800,29700,38500,42200,45600,52500,59800,68200,79000,86000,95100,126600,167700,183500,207200,247600,339300,470800,1101800,4905000,0,978,3212,9466,15543,19226,18528,15320,12100,8648,6512,4860,3586,2809,2157,1602,1292,972,851,691,552,4348,2009,NA
"532","14","SH","Total",35908,54.783,1526,433,0.757,62779,51500,0.33,48088.98046875,41400,0.298646330833435,70803,58700,0.328,53097.89453125,46133.33203125,0.272684335708618,16300,21000,26000,33700,36700,39600,45300,51500,58400,66800,72400,79300,102400,130600,142400,159400,189100,252300,348500,690600,NA,0,152,1276,3774,5771,6192,5095,3909,2698,1863,1331,921,665,431,315,261,184,134,120,105,83,628,2009,NA
"533","15","AR","Total",24629,48.161,1955,395,0.815,65584,50100,0.378,49876.359375,39900,0.349646657705307,73877,57500,0.373,54903.76953125,45000,0.321613639593124,7600,20100,24700,32200,35400,38300,44100,50100,57200,66000,71700,78900,105300,141300,155800,176300,214500,299400,420100,1165500,NA,0,298,906,2840,4032,4184,3306,2540,1737,1147,846,580,408,319,225,200,125,123,103,71,67,572,2009,NA
"534","16","AI","Total",7241,16.918,2336,383,0.846,68363,49600,0.407,51782.51953125,38800,0.38537409901619,77446,58000,0.398,57067.73046875,44200,0.349861711263657,9500,20000,24400,32100,34900,37600,43700,49600,56800,65600,71300,78200,104600,142900,158100,180800,225000,314400,479300,NA,NA,0,75,280,859,1244,1193,970,731,509,333,245,156,117,97,56,47,47,32,30,24,20,176,2009,NA
"535","17","SG","Total",219319,340.351,1552,385,0.781,61691,49600,0.344,46762.265625,39400,0.317785441875458,70403,57400,0.342,51984.8671875,44533.33203125,0.287358611822128,7800,20100,24800,32700,35600,38400,43900,49600,56300,64600,69900,76700,1e+05,129600,141600,158400,188100,256700,356200,797400,2755700,0,2753,7875,24086,37145,39035,31079,22528,15310,10429,7083,4961,3557,2585,1856,1446,1139,868,731,556,507,3790,2009,NA
"536","18","GR","Total",97216,159.227,1638,409,0.782,59668,48600,0.392,46122.14453125,38800,0.373007893562317,67616,55000,0.378,51045.16015625,43888.890625,0.339626014232635,2400,6800,17400,27900,32100,35600,42100,48600,55600,64600,70200,77100,100700,129600,141900,160100,194200,270000,385000,812300,NA,0,6936,4947,9655,14054,14910,12841,9390,6675,4611,3256,2313,1647,1147,792,620,491,355,302,233,211,1830,2009,NA
"537","19","AG","Total",288590,509.539,1766,535,0.739,67900,55500,0.327,51053.265625,43900,0.296657383441925,76782,63500,0.326,56396.3515625,49000,0.270119100809097,17300,23000,29100,36600,39900,42900,48900,55500,63000,72800,79100,86800,112800,144200,155800,172700,2e+05,264500,352200,670000,1944600,0,833,7098,23669,40845,47820,41577,32501,23815,17416,12639,9368,6539,4954,3783,2720,2255,1688,1269,1046,866,5889,2009,NA
"538","20","TG","Total",115640,187.297,1620,414,0.775,63331,50900,0.345,47749.92578125,39952.3828125,0.317841082811356,72106,58600,0.344,52962.5234375,45200,0.290441662073135,9100,20600,25400,33200,36300,39200,44800,50900,57800,66800,72400,79600,103800,134300,146300,162800,192600,253100,343200,716500,3821700,0,1244,3821,12479,18710,19838,16394,11864,8394,5852,4200,2964,2036,1531,1121,852,709,512,380,357,275,2107,2009,NA
"539","21","TI","Total",164397,360.106,2190,382,0.827,64889,48000,0.422,48887.6640625,37933.33203125,0.390600711107254,72613,55100,0.412,53633.9140625,43076.921875,0.362879604101181,2800,12600,20000,28600,32000,35000,41300,48000,55600,65100,71300,79200,109700,156100,173800,201100,249400,359500,505000,1095600,3120100,0,6770,9454,19579,26273,24650,20019,14903,10518,7205,5035,3663,2701,1959,1613,1221,970,829,856,647,479,5053,2009,NA
"540","22","VD","Total",305575,864.949,2831,567,0.804,76061,55500,0.411,56144.30078125,43700,0.373701870441437,85136,63700,0.4,61574.33984375,49285.71484375,0.344935864210129,7100,19700,24800,33700,37200,40700,47800,55500,64600,76500,84400,94800,132100,183500,205000,235500,287700,399200,542300,1144900,4285300,0,4728,11182,30065,42502,42700,37561,29593,22702,16798,12787,9687,7507,6105,4528,3677,3079,2453,2022,1628,1432,12839,2009,NA
"541","23","VS","Total",158109,218.166,1380,332,0.783,55147,45900,0.399,41559.30078125,35666.66796875,0.374828547239304,63114,52600,0.4,46284.86328125,41266.66796875,0.35004073381424,1800,4000,8600,25100,29500,33200,39600,45900,52800,61100,66300,72700,94000,121000,131900,148700,178200,236700,322000,714600,3114000,0,16642,6654,17118,23691,24553,20083,14584,10151,6794,4514,3099,2095,1556,1102,812,702,466,392,393,291,2417,2009,NA
"542","24","NE","Total",77796,120.524,1549,430,0.758,63187,51300,0.337,47486.39453125,40500,0.300879269838333,72116,58600,0.342,52798.36328125,46100,0.278351128101349,16900,20800,25100,32600,35800,38800,44900,51300,59000,68300,74200,81500,105600,136100,147200,163400,190500,252500,340500,680700,NA,0,364,2759,9288,12385,12526,10244,8049,5843,4194,3070,2097,1483,1071,856,624,490,371,297,217,191,1377,2009,NA
"543","25","GE","Total",195554,860.338,4399,679,0.841,90878,59800,0.475,66619.890625,46900,0.432255208492279,99173,67300,0.463,71563.453125,52285.71484375,0.407922089099884,12800,20000,25000,33800,38000,42000,50500,59800,70000,83300,92100,103800,149200,215100,246100,291300,371800,554900,812100,2292500,13391200,0,1389,7696,20731,23679,23185,21488,18933,15395,11927,9146,6865,5412,4235,3324,2794,2267,1943,1544,1312,1105,11184,2009,NA
"544","26","JU","Total",32206,33.274,1033,305,0.736,55596,47100,0.311,41501.12890625,36129.1640625,0.279506981372833,64961,54700,0.32,47009.97265625,42100,0.25367945432663,10700,20000,23700,30700,33500,36200,41400,47100,53400,61300,66300,72200,91600,114500,122800,134000,153300,194000,249700,494000,NA,0,309,1271,4400,5981,5643,4436,3140,2210,1408,954,655,410,308,235,156,133,70,87,59,46,295,2009,NA
"545","1","ZH","Total",676475,2114.677,3126,656,0.799,80502,58800,0.403,61945.30859375,48066.66796875,0.369642317295074,88462,65900,0.394,66863.1875,52800,0.344721645116806,17000,21900,27800,36500,40100,43800,50900,58800,67900,80000,88100,98600,136000,187500,207900,238500,291100,415100,600500,1421700,5028600,0,2296,19453,58892,84515,95119,86551,71855,54284,40722,31239,24079,18273,14388,11247,8823,7246,5807,4720,4084,3345,29537,2010,NA
"546","2","BE","Total",459320,697.358,1518,430,0.755,63054,51200,0.326,48820.3515625,41600,0.299003392457962,71130,58400,0.326,53777.54296875,46400,0.273444920778275,17400,22100,27100,34200,37000,39800,45200,51200,58200,67100,72700,80000,103600,131700,142300,157200,181900,238900,320900,664500,2515700,0,954,12859,46771,78203,81079,65654,48053,33782,24178,16932,12048,8530,6306,4676,3534,2573,2132,1594,1278,1054,7130,2010,NA
"547","3","LU","Total",177571,312.136,1758,436,0.782,64842,51400,0.349,49550.8203125,41300,0.323503166437149,73464,58900,0.347,54724.95703125,46266.66796875,0.294608741998672,14800,21100,25800,33900,37000,39900,45500,51400,58300,67100,72900,80100,105400,137200,149800,168300,200300,279800,386600,901700,3195700,0,1195,5809,18264,28083,31351,25580,18660,12953,8894,6324,4590,3266,2435,1691,1387,1036,841,672,539,413,3588,2010,NA
"548","4","UR","Total",16090,17.774,1105,364,0.728,57154,49100,0.299,43174.25390625,38615.078125,0.275327652692795,65713,57200,0.303,48272.83203125,43600,0.245967835187912,10200,20300,25700,33200,36100,38800,43900,49100,54800,62100,66800,71700,89200,112500,121200,132200,151600,196100,280700,515300,NA,0,153,600,1625,2821,3089,2538,1789,1168,744,427,284,183,161,104,69,54,51,41,21,15,153,2010,NA
"549","5","SZ","Total",70667,432.344,6118,561,0.893,104368,55900,0.549,79193.8828125,44800,0.528847396373749,112555,64300,0.529,84133.6484375,49750,0.498443931341171,14900,21500,27100,35600,38900,42100,48600,55900,65000,77500,86000,97500,147500,240300,282300,352900,480000,799100,1365800,4108700,NA,0,435,2140,6422,9797,10835,9146,6753,5081,3720,2814,2048,1560,1226,1018,773,682,503,443,402,313,4556,2010,NA
"550","6","OW","Total",17263,36.814,2133,422,0.826,66125,49900,0.399,50970.078125,39800,0.381066173315048,74450,57100,0.394,55942.34765625,44809.5234375,0.352240800857544,4000,18100,23300,31900,35300,38400,44100,49900,56600,65000,70500,77500,103400,138800,153700,177200,215700,310000,452400,1500000,NA,0,502,632,1835,2695,2968,2479,1748,1219,750,548,403,280,220,141,109,95,84,50,54,48,403,2010,NA
"551","7","NW","Total",20839,75.426,3619,555,0.852,82781,55300,0.453,64307.7890625,44600,0.434623897075653,90456,62500,0.44,68996,49400,0.406463176012039,9100,21100,26700,35100,38500,41700,48300,55300,63400,74500,81700,91400,126600,177200,197100,234000,3e+05,458500,744400,2437200,NA,0,225,647,1846,2986,3155,2807,2135,1568,1178,795,654,503,373,260,195,210,153,132,116,87,814,2010,NA
"552","8","GL","Total",18413,25.116,1364,358,0.774,59252,48600,0.332,45773.921875,38900,0.303377449512482,67475,55400,0.335,50856.53125,44190.4765625,0.2770956158638,10100,20300,24700,32000,34800,37600,43100,48600,54800,62500,67500,73500,94100,121000,130900,145000,171300,236200,316100,684900,NA,0,177,677,2195,3258,3312,2733,1864,1298,766,566,385,245,184,143,102,74,58,44,41,34,257,2010,NA
"553","9","ZG","Total",55197,358.153,6489,834,0.854,111799,65000,0.517,83334.8203125,51600,0.488055408000946,119977,73500,0.501,88255.9296875,56666.66796875,0.462215721607208,17000,23300,29900,39700,43800,47700,55800,65000,76600,92700,103100,117300,173500,266100,302300,359900,471300,765500,1229600,4586000,NA,0,243,1333,3988,5628,6914,6609,5415,4337,3347,2794,2207,1815,1432,1130,919,758,626,495,462,359,4386,2010,NA
"554","10","FR","Total",123689,197.606,1598,443,0.761,64008,52200,0.34,47303.50390625,40200,0.311253368854523,73858,60800,0.342,53044.98828125,46200,0.282415866851807,7600,20300,25200,33500,36700,39800,45900,52200,59600,68800,74600,82100,106300,135600,146800,162300,187900,246500,334600,691100,2976600,0,1497,4151,12872,18882,20262,17110,13178,9365,6861,4822,3416,2467,1764,1402,962,802,640,463,366,317,2090,2010,NA
"555","11","SO","Total",125489,195.12,1555,469,0.745,64059,52700,0.327,49152.66796875,42466.66796875,0.29720401763916,73349,60700,0.327,54973.8828125,48200,0.270790487527847,13600,21300,26500,34700,37900,40900,46600,52700,59900,69000,74800,81800,104700,133400,144500,159800,186100,243700,324800,704300,2389700,0,884,3865,12179,18766,21465,18233,13527,9957,7179,5060,3404,2403,1781,1259,1018,756,570,431,366,302,2084,2010,NA
"556","12","BS","Total",94160,276.921,2941,544,0.824,75894,54200,0.421,60330.33984375,45400,0.39248189330101,82950,60600,0.41,64861.28125,49777.77734375,0.36652210354805,12900,20200,24600,33200,36900,40200,46800,54200,62800,73500,80700,90200,125000,169600,187900,213800,256200,350400,494100,1246800,NA,0,643,3867,10403,12979,13880,11787,9571,7066,5013,3791,2778,2100,1608,1291,1076,900,717,556,459,393,3282,2010,NA
"557","13","BL","Total",134051,349.505,2607,680,0.771,77184,60000,0.368,57659.95703125,47400,0.335798531770706,86082,68200,0.36,63069.578125,52600,0.309023231267929,13400,22700,29500,38500,42200,45700,52600,60000,68700,79600,86600,95700,127600,169000,185100,209000,249500,337600,468300,1103600,5275700,0,969,3294,9722,15496,19037,18443,15322,11976,8987,6513,4941,3739,2790,2181,1739,1261,1021,885,696,578,4461,2010,NA
"558","14","SH","Total",36293,57.182,1576,438,0.761,63241,51400,0.334,48574.421875,41400,0.303229868412018,71196,58500,0.331,53541.44921875,46166.66796875,0.277284264564514,16800,21000,26000,33600,36800,39700,45300,51400,58400,66900,72500,79900,103400,133500,145800,161500,188500,260000,341100,769300,NA,0,171,1258,3790,5820,6218,5202,4004,2586,1932,1295,964,657,458,328,250,246,160,129,114,80,631,2010,NA
"559","15","AR","Total",24776,50.41,2035,398,0.82,66366,50300,0.384,50655.31640625,39900,0.358269870281219,74731,57700,0.378,55711.68359375,45000,0.329740285873413,8100,20000,24600,32200,35200,38300,44200,50300,57400,66400,72300,79500,106500,143200,157200,178400,217000,293200,425000,1199600,NA,0,301,919,2876,4047,4114,3349,2479,1793,1182,805,592,436,333,243,203,156,123,94,76,71,584,2010,NA
"560","16","AI","Total",7250,14.412,1988,391,0.814,65676,49800,0.377,50076.9921875,39600,0.355621248483658,74668,58300,0.372,55341.9765625,44800,0.322651356458664,9600,19900,24400,32600,35500,38400,43800,49800,57300,66350,72200,79200,105850,142400,158100,182700,231850,329200,471600,NA,NA,0,77,289,784,1224,1267,956,697,532,348,247,157,129,86,76,60,35,40,20,33,16,177,2010,NA
